,PMID,PMCID,MappedPublisher,Journal_Title,Article_Title,COST
1077,,PMC3674234,Nature Publishing Group ,Nature Communications,Spatial segregation of polarity factors into distinct cortical clusters is required for cell polarity control,£2562.00
1078,24157919,PMC3826647,Nature Publishing Group ,Nature Communications,Bod1 regulates protein phosphatase 2A at mitotic kinetochores.,£3498.00
1079,,PMC3293425,Nature Publishing Group ,Nature Communications,Dynamics of anterior-posterior axis formation in the developing mouse embryo,£3642.00
1080,,PMC3615473,Nature Publishing Group ,Nature Communications,Topoisomerase II? promotes activation of RNA polymerase I transcription by facilitating pre-initiation complex formation,£3642.00
1081,,PMC3709497,Nature Publishing Group ,Nature Communications,Restricted perinatal retinal degeneration induces retina reshaping and correlated structural rearrangement of the retinotopic map,£3642.00
1082,23149744,PMC3514496,Nature Publishing Group ,Nature Communications,The Hedgehog signalling pathway regulates autophagy,£3642.00
1083,,PMC3621422,Nature Publishing Group ,Nature Communications,SynGAP isoforms exert opposing effects on synaptic strength.,£3780.00
1084,,PMC3778765,Nature Publishing Group ,Nature Communications,Control of synaptic vesicle endocytosis by an extracellular signalling molecule,£3780.00
1085,,PMC3741640,Nature Publishing Group ,Nature Communications,Angiomotin prevents pluripotent lineage differentiation in mouse embryos via Hippo pathway dependent and independent mechanisms,£3780.00
1086,,PMC3604800,Nature Publishing Group ,Nature Scientific Reports,Using False Discovery Rates to Benchmark SNP-callers in next-generation sequencing projects,£1068.00
1087,,PMC3746700,Nature Publishing Group ,Neuropsychopharmacology,Prefontal hyperactivity associated with impaired inhibition in stimulant-dependant individuals but evidence for hyperactivation in their unaffected siblings,£1500.00
1088,3656369,,Nature Publishing Group ,Neuropsychopharmacology,Lack of association between COMT and working memory in a population-based cohort of healthy young adults,£3000.00
1089,3717539,,Nature Publishing Group ,Neuropsychopharmacology,A translational rodent assay of affective biases in depression and antidepressant therapy,£3000.00
1090,,PMC3682146,Nature Publishing Group ,Neuropsychopharmacology,D-amphetamine and antipsychotic drug effects on latent inhibition in mice lacking dopamine D2 receptors,£3000.00
1091,,PMC3629389,Nature Publishing Group ,Neuropsychopharmacology,"Seratonin 2A receptors, citalopram and tryptophan - depletion: a multimodal imaging study of their interactions during response inhibition",£3000.00
1092,23686316,,Nature Publishing Group ,Oncogene,SATB1 collaborates with loss of p16 in cellular transformation,£2774.45
1093,23708655,,Nature Publishing Group ,Oncogene,Hox-mediated lmo2 expression in embryonic mesoderm is recapitulated in acute leukaemias,£3360.00
1094,23975431,,Nature Publishing Group ,Oncogene,"Signalling mediated by the NF-kB sub-units NF-kB1, NF-kB2 and C-Rel differentially regulate Helicobacter felis-induced gastric carcinogenesis in C57BL/6 mice",£3360.00
1095,23230506,PMC3516806,Nature Publishing Group ,Sci Rep,Structure of a metal-independent bacterial glycosyltransferase that catalyzes the synthesis of histo-blood group A antigen.,£1068.00
1096,,PMC3557449,Nature Publishing Group ,Scientific Reports,A Weber-like law for perceptual learning,£1068.00
1097,,PMC3628164,Nature Publishing Group ,Scientific Reports-11-00861B,The distribution of haemoglobin C and its prevalence in newborns in Africa,£1068.00
1098,,PMC3492727,Nature Publishing Group ,The EMBO journal,Endocytic tubules regulated by Rab GTPases 5 and 11 are used for envelopment of herpes simplex virus,£1560.00
1099,24076655,PMC3817463,Nature Publishing Group ,The EMBO Journal,TRIAD1 and HHARI bind to and are activated by distinct neddylated Cullin-RING ligase complexes,£3120.00
1100,,PMC3631608,Nature Publishing Group ,The Journal of investigative dermatology,T-Cell Reconstitution after Thymus Xenotransplantation Induces Hair Depigmentation and Loss,£2520.00
1101,,PMC3641407,Nature Publishing Group ,Translational Psychiatry,Advancing the defensive explanation for anxiety disorders: lorazepam effects on human defense are systematically modulated by personality and threat-type,£2880.00
1102,,PMC3731785,Nature Publishing Group ,Translational Psychiatry,Reduced Subcortical Glutamate/Glutamine in Adults with Autism Spectrum Disorders: A [1H]MRS Study,£2880.00
1103,,PMC3610641,Nature Publishing Group ,Mucosal Immunology,Endogenous IL-21 regulates pathogenic mucosal CD4 T-cell responses during enhanced RSV disease in mice,£3000.00
1104,,PMC3684776,Nature Publishing Group ,Mucosal Immunology,Impaired innate interferon induction in severe therapy resistant atopic,£3000.00
1105,3674235,,Nature Publishing Group ,NATURE COMMUNICATIONS,THE PORE OF VOLTAGE-GATED POTASSIUM ION CHANNELS IS STRAINED WHEN CLOSED,£2562.00
1106,3512392,,Nature Publishing Group ,EMBO Journal,Molecular basis for SNX-BAR-mediated assembly of distinct endosomal sorting tubules,£3120.00
1107,,PMC3736456,Open Access Reg Ltd,Journal of the International AIDS Society,"Sexual risk after HIV diagnosis: a comparison of pre-ART individuals with CD4_500 cells/ml and ART-eligible individuals in a HIV treatment and care programme in rural KwaZulu-Natal, South Africa",£1451.60
1108,,PMC3503144,Optical Society of America,Optics Express,Maximum precision closed-form solution for localizing diffraction-limited spots in noisy images,£1375.33
1109,,PMC3633361,Oxford University Press,Alcohol and Alcoholism,Post-treatment stage of change predicts 12-month outcome of treatment for alcohol problems,£2040.00
1110,,PMC3639724,Oxford University Press,American Jnl Epidemiology,Using a nonparametric multilevel latent Markov model to evaluate diagnostics for trachoma.,£2040.00
1111,3813311,,Oxford University Press,American Journal of Epidemiology,Prenatal exposures and anti-Müllerian hormone in female adolescents: the Avon Longitudinal Study of Parents and Children,£2040.00
1112,,PMC3132275,Oxford University Press,American Journal of Epidemiology,Association between urban life-years and cardiometabolic risk: the Indian migration study,£2040.00
1113,,PMC3286332,Oxford University Press,Brain,Clinico-pathological features in amyotrophic lateral sclerosis with expansions in C9ORF72,£2040.00
1114,,PMC3673458,Oxford University Press,Brain,A functional magnetic resonance imaging study mapping the episodic memory encoding network in temporal lobe epilepsy,£2040.00
1115,,PMC3673465,Oxford University Press,Brain,Memory reorganization following anterior temporal lobe resection: a longitudinal study,£2040.00
1116,,PMC3692041,Oxford University Press,Brain,Letter to the Editor Reply: Snesorineural hearing loss in OPA1-linked disorders,£2040.00
1117,,,Oxford University Press,Brain,The role of human ventral visual cortex in motion perception,£2400.00
1118,,PMC3754462,Oxford University Press,Brain,Nucleotide precursors prevent folic acid-resistant neural tube defects in the mouse,£2400.00
1119,,,Oxford University Press,Brain,"Atypical basic movement kinematics in autism spectrum conditions
",£2400.00
1120,,,Oxford University Press,Brain,"Epilepsy, hippocampal sclerosis and febrile seizures linked by common genetic variation around SCN1A",£2400.00
1121,,,Oxford University Press,Brain,Reading therapy strengthens top-down connectivity in patients with pure alexia,£2400.00
1122,,,Oxford University Press,Briefings in Bioinformatics,Transcription factor interplay in T helper cell differentiation,£2100.00
1123,,PMC3675899,Oxford University Press,British Medical Bulletin,Mitochondrial genetics,£2100.00
1124,,,Oxford University Press,Cerebral Cortex,The pathways for intelligible speech: multivariate and univariate perspectives,£1875.00
1125,,,Oxford University Press,Cerebral Cortex,Direct evidence for attention-dependent influences of the frontal eye-fields on feature-responsive visual cortex,£2250.00
1126,24047602,,Oxford University Press,Cerebral Cortex,The early fetal development of human neocortical gabaergic interneurons,£2250.00
1127,,,Oxford University Press,Cerebral Cortex,Individual differences in laughter perception reveal roles for mentalising and sensorimotor systems in the evaluation of emotional authenticity,£2550.00
1128,,PMC3669524,Oxford University Press,Clinical Infectious Diseases,A review of self-testing for HIV: research and policy priorities in a new era of HIV prevention.,£1700.00
1129,,,Oxford University Press,Clinical Infectious Diseases,Chickenpox and risk of stroke: a self-controlled case series analysis ,£2625.60
1130,,PMC3552526,Oxford University Press,Clinical Infectious Diseases Online,Cardiac disease in adolescents with delayed diagnosis of vertically-acquired HIV infection.,£2040.00
1131,,,Oxford University Press,European Heart Journal Online,SCORE performance in Central and Eastern Europe and former Soviet Union: MONICA and HAPIEE results,£2040.00
1132,,PMC3584993,Oxford University Press,Health Policy Planning,"Willingness to pay for a rapid malaria diagnostic test and artemisinin-based combination therapy from private drug shops in Mukono District, Uganda.",£1800.00
1133,,PMC3596849,Oxford University Press,Human Molecular Genetics,Genome-wide association study identifies loci on 12q24 and 13q32 associated with Tetralogy of Fallot,£2040.00
1134,,PMC3842181,Oxford University Press,Human Molecular Genetics,Armet/Manf and Creld2 are components of a specialised ER stress response provoked by inappropriate,£2100.00
1135,23814040,,Oxford University Press,Human Molecular Genetics,Altered 2-thiouridylation impairs mitochondrial translation in reversible infantile repiratory chain deficiency,£2100.00
1136,,,Oxford University Press,Human Molecular Genetics,"Age-associated epigenetic drift: implications, and a case of epigenetic thrift?",£2100.00
1137,,,Oxford University Press,Human Molecular Genetics,"Folliculin interacts with p0071 (plakophilin-4) and deficiency is associated with disordered RhoA signalling, epithelial polarization and cytokinesis",£2100.00
1138,,PMC3510758,Oxford University Press,Human Molecular Genetics,Genome Wide Meta-analysis points to CTC1 and ZNF676 as genes regulating telomere homeostasis in humans,£999999.00
1139,,PMC3396314,Oxford University Press,Int J Epidemiol,"Status of epidemiology in the WHO South-East Asia region: burden of disease, determinants of health and epidemiological research, workforce and training capacity.",£1700.00
1140,,,Oxford University Press,International Joural of Epidemiology,Estimating the coverage of mental health programmes: a systematic review,£2400.00
1141,,PMC3780998,Oxford University Press,International Journal of Epidemiology,Time series regression studies in environmental epidemiology.,£2040.00
1142,,,Oxford University Press,International Journal of Epidemiology,Cohort profile: Andhra Pradesh children and parents study.,£2400.00
1143,23788479,PMC3797641,Oxford University Press,Journal of Antimicrobial Chemotherapy,Flucytosine and cryptococcosis: time to urgently address the worldwide accessibility of a 50-year-old antifungal,£2400.00
1144,23493728,PMC3654748,Oxford University Press,Journal of Infectious Diseases,The Phenotype of the Cryptococcus-specific CD4 Memory T-cell Response is Associated with Disease Severity and Outcome in HIV-associated Cryptococcal Meningitis,£2250.00
1145,,,Oxford University Press,Journal of Infectious Diseases,Viral suppression following switch to second-line antiretroviral therapy: associations with NRTI resistance and 'sub-therapeutic' drug concentrations prior to switch ,£2625.60
1146,23945372,,Oxford University Press,Journal of Infectious Diseases,Cryptococcus neoformans ex vivo capsule size is associated with intracranial pressure and host immune response in HIV?associated cryptococcal meningitis,£2625.60
1147,3352832,,Oxford University Press,Journal of the National Cancer Institute,Association between genetic variants on chromosome 15q25 locus and objective measures of tobacco exposure,£2040.00
1148,23595147,PMC3675483,Oxford University Press,Nucleic Acids Research,Nucleocapsid protein structures from orthobunyaviruses reveal insight into ribonucleoprotein architecture and RNA polymerization ,£1704.00
1149,23771140,PMC3753647,Oxford University Press,Nucleic Acids Research,Impact of Target Site Distribution for Type I Restriction Enzymes on the Evolution of Methicillin Resistant Staphylococcus aureus (MRSA) Populations,£2184.00
1150,3467080,,Oxford University Press,Nucleic Acids Research,Protein kinase CK2 inactivates PRH/Hhex using multiple mechanisms to derepress VEGF signalling genes and promote cell survival,£852.00
1151,3553950,,Oxford University Press,Nucleic Acids Research,The Type ISP Restriction-Modification enzymes LlaBIII and LlaGI use a translocation-collision mechanism to cleave non-specific DNA distant from their recognition sites,£852.00
1152,3553963,,Oxford University Press,Nucleic Acids Research,DNA cleavage by Type ISP Restriction-Modification enzymes is initially targeted to the 3'-5' strand,£852.00
1153,3592466,,Oxford University Press,Nucleic Acids Research,Organization of the BcgI restriction-modification protein for the  transfer of one methyl group to DNA,£852.00
1154,3592470,,Oxford University Press,Nucleic Acids Research,Organization of the BcgI restriction-modification protein for the cleavage of eight phosphodiester bonds in DNA,£852.00
1155,,PMC3575838,Oxford University Press,Nucleic Acids Research,Unwinding of primer-templates by archaeal family - B DNA polymerases in response to template-strand uracil,£852.00
1156,,PMC3627570,Oxford University Press,Nucleic Acids Research,Resolving the polymorphism-in-probe problem is critical for correct interpretation of expression QTL studies,£852.00
1157,,PMC3627603,Oxford University Press,Nucleic Acids Research,Human SIRT1 regulates DNA-binding and stability of the Mcm10 DNA replication factor via deacetylation,£852.00
1158,24038356,,Oxford University Press,Nucleic Acids Research,The splicing landscape is globally reprogrammed during male meiosis,£852.00
1159,,,Oxford University Press,Public Health Ethics,Using social networking sites for communicable disease control: innovative contact tracing or breach of confidentiality?,£1800.00
1160,3281495,,Oxford University Press,Rheumatology,Dynamic regulation of glucocorticoid signalling in health and disease,£2040.00
1161,3651613,,Oxford University Press,Rheumatology,High bone mass is associated with an increased prevalence of joint replacement: a case-control study,£2040.00
1162,,PMC3494044,Oxford University Press,Schizophrenia Bulletin,Alterations in white matter evident before the onset of psychosis,£2047.50
1163,,,Oxford University Press,Social Cognitive and Affective Neuroscience,Social brains on drugs: tools for neuromodulation in social neuroscience,£1800.00
1164,,,Oxford University Press,Social Cognitive and Affective Neuroscience,Neural correlates of the 'good life': eudaimonic well-being is associated with insular cortex volume,£2040.00
1165,,PMC3525058,Oxford University Press,Brain,Abnormal thalamocortical structural and functional connectivity in juvenile myoclonic epilepsy,£2040.00
1166,23892734,,Oxford University Press,Cardiovascular Research,T brucei cathepsinL increases arrhythmogenic sarcoplasmic reticulum - mediated calcium release in rat cardiomyocytes,£2040.00
1167,,PMC3540040,Oxford University Press,Clinical Infectious Diseases,"Frequency, severity and prediction of tuberculous meningitis immune reconstitution inflammatory syndrome",£1700.00
1168,,PMC3616517,Oxford University Press,Clinicla Infectious Disease,Association of Human Leukocyte Antigen Alleles and Nevirapine Hypersensitivity in a Malawian HIV-infected population,£2040.00
1169,,,Oxford University Press,Glycobiology,A novel role for Gtb1p in glucose trimming of N-linked glycans,£440.66
1170,,PMC3177649,Oxford University Press,Human Molecular Genetics,Allelic heterogeneity and more detailed analyses of known loci explain additional phenotypic variation and reveal complex patterns of association,£2040.00
1171,,PMC3596848,Oxford University Press,Human Molecular Genetics,A genome-wide association study of early menopause and the combined impact of identified,£2040.00
1172,3749866,,Oxford University Press,Human Molecular Genetics,Genome-Wide Association Study of Primary Tooth Eruption Identifies Pleiotropic Loci Associated With Height and Craniofacial Distances,£2100.00
1173,3733698,,Oxford University Press,Inyernational Journal of Epidemiology,Inequalities in the uptake of human papillomavirus vaccination: a systematic review and meta-analysis,£2040.00
1174,,PMC3594497,Oxford University Press,Journal of Antimicrobial Chemotherapy,An analysis of the development and implementation of a Smartphone Application for the delivery of Antimicrobial Prescribing Policy: Lessons Learnt,£2040.00
1175,,PMC3403862,Oxford University Press,Journal of Gerontology Series A: Medical Sciences,The association of dementia with upper arm and waist circumference in seven low and middle-income countries: the 10/66 cross-sectional surveys,£2040.00
1176,23620542,,Oxford University Press,Journal of Public Health,Examining inequalities in the uptake of the school-based HPV vaccination programme in England: a retrospective cohort study,£1800.00
1177,22735079,,Oxford University Press,Molecular Biology and Evolution,The impact of mutation and gene conversion on the local diversification of antigen genes in African trypanosomes,£920.00
1178,3819976,,Oxford University Press,Nicotine and Tobaco Research,Association of Maternal Smoking with Child Cotinine Levels,£2625.60
1179,,PMC3635503,Oxford University Press,Social History of Medicine,Refuse and the Risk Society: The Political Ecology of Risk in Inter-war Britain,£2040.00
1180,,,Oxford University Press,Social History of Medicine,A Modern History of the Stomach,£2040.00
1181,,PMC3406756,Oxford University Press,Human Molecular Genetics,"Vitmain D Receptor Binding, Chromatin States and Association with Multiple Sclerosis",£1700.00
1182,,PMC3413389,Oxford University Press,Bioinformatics Online,ChromoHub: a data hub for navigators of chromatin-mediated signalling.,£850.00
1183,PMID22345357,PMC3539454,Oxford University Press,Cerebral Cortex print,Image-invariant responses in face-selective regions do not explain the perceptual advantage for familiar face recognition.,£3177.60
1184,PMID23396536,PMC3652415,Oxford University Press,Human Mol Genetics Online,"Dopaminergic expression of the Parkinsonian gene LRRK2-G2019S leads to non-autonomous visual neurodegeneration, accelerated by increased neural demands for energy",£2040.00
1185,PMID22301630,PMCID3274377,Oxford University Press,Journal of Infectious Diseases,Therapeutic vaccination with recombinant adenovirus reduces splenic parasite burden in experimental visceral leishmaniasis,£2040.00
1186,23672932,PMC3684112,Oxford University Press,Age and Ageing,Early diagnosis and treatment of HIV infection: magnitude of benefit is greatest in older adults,£2040.00
1187,,PMC3783091,Oxford University Press,American Journal of Epidemiology,Efficient design for Mendelian randomization studies: subsample and two-sample instrumental variable estimators,£1700.00
1188,23162054,,Oxford University Press,Biinformatics,mzMatch-ISO: an R tool for the annotation and relative quantification of isotope-labelled mass spectrometry data,£1047.00
1189,,PMC3546795,Oxford University Press,Bioinformatics,A Beta-Mixture Quantile Normalisation method for correcting probe design bias in Illumina Infinium 450k DNA methylation data,£1700.00
1190,,PMC3570213,Oxford University Press,Bioinformatics,"The product of C9orf72, a gene strongly implicated in neurodegeneration, is structurally related to DENN Rab-GEFs",£1700.00
1191,,PMC3476336,Oxford University Press,Bioinformatics,A robust model for read count data in exome sequencing experiments and implications for copy number variant calling,£2040.00
1192,23658422,PMC3694669,Oxford University Press,Bioinformatics,FYPO: the fission yeast phenotype ontology,£2100.00
1193,,PMC3546802,Oxford University Press,Bioinformatics Online,Scaffolding low quality genomes using orthologous protein sequences,£1700.00
1194,,PMC3496338,Oxford University Press,Bioinformatics Online,GREVE: Genomic Recurrent Event ViEwer to assist the identification of patterns across individual cancer samples.,£850.00
1195,3692042,,Oxford University Press,Brain,A Journal of Neurology,£2000.00
1196,,PMC3159156,Oxford University Press,Brain,"The primary visual cortex, and feedback to it, are not necessary for conscious vision",£2040.00
1197,,PMC3634199,Oxford University Press,Brain,MRI evidence for presymptomatic change in thalamus and caudate in familial Alzheimer's disease,£2040.00
1198,,PMC3501977,Oxford University Press,Brain,"Autologous olfactory mucosal cell transplants in clinical spinal cord injury: a randomized, double-blinded trial in a canine translational model",£2040.00
1199,,PMC3580272,Oxford University Press,Brain Online,The functional neuroimaging correlates of psychogenic versus organic dystonia,£1700.00
1200,23250878,PMC3525062,Oxford University Press,Brain Online,The Charcot-Marie-Tooth diseases: how can we identify and develop novel therapeutic targets?,£1700.00
1201,,PMC3170535,Oxford University Press,Brain Online,Magnetoencephalography of frontotemporal dementia: spationtemprally localized changes during semantic decisions,£2040.00
1202,,PMC3381722,Oxford University Press,Brain Online,Social cognitive deficits and their neural correlates in progressive supranuclear palsy,£2040.00
1203,,,Oxford University Press,Briefings in Functional Genomics,Regulatory RNAs in the light of Drosophila genomics,£2040.00
1204,,PMC3662891,Oxford University Press,Briefings in Functional Genomics,Epigenetic memory in the context of nuclear reprogramming and cancer,£2100.00
1205,23137768,,Oxford University Press,British Medical Journal,Management of trypanosomiasis and leishmaniasis,£2040.00
1206,,PMC3377963,Oxford University Press,Cerebral Cortex,Transgenic Overexpression of the Type I Isoform of Neuregulin 1 Affects Working Memory and Hippocampal Oscillations but not Long-term Potentiation,£1700.00
1207,,,Oxford University Press,Cerebral Cortex,MEG evidence for early feedback effects during word recognition,£2040.00
1208,,,Oxford University Press,Cerebral Cortex,Pharmacological dissociation of novelty responses in the human brain,£999999.00
1209,,,Oxford University Press,Cerebral Cortex Online,Inter- and Intra-hemispheric connectivity differences when reading Japanese Kanji and Hiragana,£2040.00
1210,,,Oxford University Press,Cerebral Cortex Online,"Spatial attention, precision and Bayesian inference: a study of saccadic response speed",£2040.00
1211,,PMC3673173,Oxford University Press,Cerebral Cortex Online,Preservation and choice in Parkinson's disease: the impact of progressive frontostriatal dysfunctoin on action decisions,£2040.00
1212,23884064,,Oxford University Press,Clinical Infectious Diseases,"Combination interventions to prevent HCV transmission among people who inject drugs: modeling the impact of antiviral treatment, needle and syringe programs, and opiate substitution therapy",£2625.60
1213,23935057,,Oxford University Press,Database,"metabolicMine: an integrated genomics, genetics and proteomics data warehouse for common metabolic disease research",£960.00
1214,23172732,PMC3784797,Oxford University Press,European Journal of Public Health,Family and home influences on children's after-school and weekend physical activity,£1800.00
1215,,PMC3671775,Oxford University Press,Glycobiology,Organization of the extracellular portion of the macrophage galactose receptor: a trimeric cluster of simple binding sites for N-acetylgalactosamine,£1700.00
1216,,,Oxford University Press,Health Promotion International,In what ways do communities support optimal antiretroviral treatment in Zimbabwe?,£1700.00
1217,,PMC3415954,Oxford University Press,History Workshop Journal,A marble embryo: meanings of a portrait from 1900,£2100.00
1218,,PMC3613160,Oxford University Press,Human Molecular Genetics,Protein profiles in Tc1 mice implicate novel pathway perturbations in the Down syndrome brain,£1978.75
1219,,PMC3263993,Oxford University Press,Human Molecular Genetics,Next generatin sequencing identifies mutations in Atonal homolog 7 (ATOH7) in families with global eye developmental defects.,£2040.00
1220,,PMC3313792,Oxford University Press,Human Molecular Genetics,Impaired neural development in a zebrafish model for Lowe syndrome,£2040.00
1221,,PMC3441120,Oxford University Press,Human molecular genetics,G2019S leucine-rich repeat kinase 2 causes uncoupling protein-mediated mitochondrial depolarization,£2040.00
1222,,PMC3583518,Oxford University Press,Human Molecular Genetics,Mitofusin 1 and mitofusin 2 are ubiquitinated in a PINK1/parkin-dependent manner upon induction of mitophagy,£2040.00
1223,23804751,,Oxford University Press,Human Molecular Genetics,IGF-1 receptor antagonism inhibits autophagy,£2100.00
1224,23933736,PMC3842180,Oxford University Press,Human Molecular Genetics,Myc inhibition impairs autophagosome formation,£2100.00
1225,,PMC3690967,Oxford University Press,Human Molecular Genetics Online,DNA polymerase {varepsilon} and o exonuclease domain mutations in endometrial cancer.,£1700.00
1226,,PMC3600839,Oxford University Press,Human Reproduction,The incidence and clinical significance of defects in calcium signalling pathways mediating human sperm hyperactivation in donors and sub fertile patients.,£2040.00
1227,23606632,PMC3631001,Oxford University Press,International Immunology,The Dectin-2 family of C-type lectin-like receptors: and update,£2040.00
1228,,PMC3535749,Oxford University Press,International Journal of Epidemiology,Data Resource Profile: Cardiovascular disease research using Linked Bespoke studies and Electronic health Records (CALIBER),£2040.00
1229,,PMC3780999,Oxford University Press,International Journal of Epidemiology,Use of allele scores as instrumental variables for Mendelian randomization,£2400.00
1230,23771720,,Oxford University Press,International Journal of Epidemiology,Cohort Profile: - A prospective cohort study of objective physical and cognitive capability and visual health in an ageing population of men and women in Norfolk (EPIC-Norfolk 3),£2400.00
1231,24048963,,Oxford University Press,Journal of Infectious Diseases," 
 

Persistent endothelial activation after Plasmodium falciparum infection in Malawian children.



",£2841.60
1232,,PMC3749005,Oxford University Press,Journal of Infectious Diseases,T-cell immunophenotyping distinguishes active from latent tuberculosis,£2625.60
1233,,PMC3536641,Oxford University Press,Journal of the National Cancer Institute,Effect of SMURF2 Targeting on Susceptibility to MEK Inhibitors in Melanoma,£2040.00
1234,,PMC3818966,Oxford University Press,Medical Law Review,Nudging for health: On Public Policy & Designing Choice Architecture,£2100.00
1235,22735079,,Oxford University Press,Mol Biol and Evolution,The impact of point mutation and gene conversion on the local diversification of antigen genes in African Trypanosomes,£2040.00
1236,23328711,PMC3685308,Oxford University Press,Nephrology Dialysis and Transplantation,Unexpected clinical sequelae of Gitelman syndrome: hypertension in adulthood is common and females have higher potassium requirements,£2040.00
1237,,PMC3572772,Oxford University Press,Nephrology Dialysis Transplantation,Conversion to sirolimus in kidney transplant recipients with squamous cell cancer and changes in immune phenotype,£1700.00
1238,,PMC3643589,Oxford University Press,Nucleic Acid Research,Restriction endonuclease TseI cleaves A:A and T:T mismatches in CAG and CTG repeats,£1420.00
1239,3763532,,Oxford University Press,Nucleic Acid Research,Clusters of microRNAs emerge by new hairpins in existing transcripts,£1704.00
1240,,PMC3575846,Oxford University Press,Nucleic Acid Research,Space exploration by the promoter of a long human gene during one transcription cycle,£710.00
1241,3597655,,Oxford University Press,Nucleic Acids Research,"Structure, evolution and function of the bi-directionally transcribed iab-4/iab-8 microRNA locus in arthropods",£1704.00
1242,,PMC3737548,Oxford University Press,Nucleic Acids Research,"Splicing-coupled 3? end formation requires a terminal splice acceptor site, but not intron excision",£1704.00
1243,3424546,,Oxford University Press,NUCLEIC ACIDS RESEARCH,DYNAMIC ACETYLATION OF LYSINE-4-TRIMETHYLATED HISTONE H3 & H3 VARIANT BIOLOGY IN MUTLICELLULAR EUKARYOTE,£1704.00
1244,3479183,,Oxford University Press,NUCLEIC ACIDS RESEARCH,ATPASE ACTIVITY OF FML1 IS ESSENTIAL FOR ITS ROLE IN HOMOLOGOUS RECOMBINATION & DNA REPAIR,£1704.00
1245,21948792,PMC3245117,Oxford University Press,Nucleic Acids Research,BuGSbase - a microbial gene expression and comparative genomic database,£1704.00
1246,23963700,PMC3834809,Oxford University Press,Nucleic Acids Research,Replisome stall events have shaped the distribution of replication origins in the genomes of yeasts.,£1704.00
1247,,PMC3531114,Oxford University Press,Nucleic Acids Research,New functional families (FunFams) in CATH to improve the mapping of conserved functional sites to 3D structures ,£852.00
1248,,PMC3531217,Oxford University Press,Nucleic Acids Research,Genome3D: a UK collaborative project to annotate genomic sequences with predicted 3D structures based on SCOP and CATH domains,£852.00
1249,,PMC3664799,Oxford University Press,Nucleic Acids Research,"Functional interplay of DnaE polymerase, DnaG primase and DnaC helicase within a ternary complex, and primase to polymerase hand-off during lagging strand DNA replication in Bacillus subtilis.",£852.00
1250,23511971,PMC3643581,Oxford University Press,Nucleic Acids Research,MBNL1 and PTB cooperate to repress splicing of Tpm1 exon 3,£852.00
1251,22434880,PMC3401426,Oxford University Press,Nucleic Acids Research,Identification and classification of bacterial Type III toxin-anti-toxin systems encoded in chromosomal and plasmid genomes,£852.00
1252,,,Oxford University Press,Nucleic Acids Research,Solution Conformations of Early Intermediates in Mos1 Transposition.,£852.00
1253,,PMC3526300,Oxford University Press,Nucleic Acids Research,DNA catenation maintains structure of human metaphase chromosomes.,£1420.00
1254,,PMC3561976,Oxford University Press,Nucleic Acids Research,AT-rich sequence elements promote nascent transcript cleavage leading to RNA polymerase ii termination,£710.00
1255,,,Oxford University Press,Oxford Journals,"Health Policy and Planning, Health insurance for the poor decreases access to HIV testing in antenatal care: evidence of an unintended effect of health insurance reform in Colombia",£1700.00
1256,23981980,PMC3809720,Oxford University Press,Oxford University Press,Physical activity levels across adult life and grip strength in early old age:updating findings from a british brith cohort,£999999.00
1257,,PMC3601848,Oxford University Press,"Protein Engineering, Design and Selection (",Evaluating the use of Apo-neocarzinostatin as a cell penetrating protein.,£2040.00
1258,,PMC3235332,Oxford University Press,QJM: An International Journal of Medicine,Hepatitis C virus: current concepts and future challenges,£1700.00
1259,PMID23824939,,Oxford University Press,QJM: An International Journal of Medicine,Risk factors for wheezing in infants born in Cuba,£2400.00
1260,23236081,,Oxford University Press,Schizophrenia Bulletin,"Social deprivation, inequality and the neighbourhood-level incidence of psychotic syndromes in East London",£2040.00
1261,,,Oxford University Press,Social Cognitive and Affective Neuroscience,Emotion regulation modulates anticipatory brain activity that predicts emotional memory encoding in women,£2040.00
1262,,PMC3481955,Oxford University Press,Social History of Medicine,"Children's physic: medical perceptions and treatment of sick children in early modern England, c. 1580-1720",£2040.00
1263,,,Oxford University Press,Social History of Medicine,Beyond the Medical Text: Health and Illness in Early Medieval Italian Sources,£2100.00
1264,23125445,PMC3532835,Oxford University Press,The Journal of Infectious Diseases,Schistosoma mansoni infection in pre-school-aged children: the development of IgE and IgG4 responses to parasite allergen-like proteins,£2040.00
1265,3381638,,Oxford University Press,Clinical Infectious Diseases,"Rates of Pneumococcal Colonization and Transmission probabilities by serotype, among new born infants in Kilifi District ",£1700.00
1266,3475639,,Oxford University Press,J Infect Dis,Genetic Relatedness of Infecting and Reinfecting Respiratory Syncytial Virus Strains Identified in a Birth Cohort From Rural Kenya,£378.78
1267,,PMC3494269,Oxford University Press,Molecular Biology and Evolution,Evolution of Viral Proteins Originated De Novo by Overprinting,£1450.00
1268,,PMC3718323,Oxford University Press,Cardiovascular Research,Gap junctions support the sustained phase of hypoxic pulmonary vasoconstriction by facilitating calcium sensitization,£2040.00
1269,,PMC3674800,Oxford University Press,Human Molecular Genetics,Trans-splicing correction of tau isoform imbalance in a mouse model of tau mis-splicing ,£2040.00
1270,,PMC3674807,Oxford University Press,Human Molecular Genetics,ALS mutant FUS disrupts nuclear localisation and sequesters wild-type FUS within cytoplasmic stress granules,£2040.00
